geneId	symbol
ENSMUSG00000086067.1	Gm16183
ENSMUSG00000040935.12	Padi6
ENSMUSG00000112203.1	RP23-99K2.5
ENSMUSG00000030310.10	Slc6a1
ENSMUSG00000112737.1	RP23-16N3.5
ENSMUSG00000093587.2	Gm20554
ENSMUSG00000019146.2	Cacng2
ENSMUSG00000109478.1	Gm45111
ENSMUSG00000047518.3	Slfnl1
ENSMUSG00000083921.2	Gm15750
ENSMUSG00000081221.4	Gm14760
ENSMUSG00000047843.16	Bri3
ENSMUSG00000101600.1	4930599A14Rik
ENSMUSG00000084306.1	Gm11743
ENSMUSG00000106283.1	Rpl7a-ps2
ENSMUSG00000110613.1	Lncbate1
ENSMUSG00000107181.1	Gm17768
ENSMUSG00000079915.2	Gm16073
ENSMUSG00000093644.1	Gm19560
ENSMUSG00000098940.1	Gm27639
ENSMUSG00000106617.1	Gm36266
ENSMUSG00000086632.1	1700112J05Rik
ENSMUSG00000038982.9	Bloc1s5
ENSMUSG00000038803.7	Ost4
ENSMUSG00000109399.1	Gm44982
ENSMUSG00000069274.3	Hist1h4f
ENSMUSG00000108225.1	Gm43926
ENSMUSG00000027855.13	Sycp1
ENSMUSG00000107375.1	Gm43084
ENSMUSG00000089124.1	Gm26402
ENSMUSG00000036826.14	Igflr1
ENSMUSG00000111491.1	RP23-360L22.2
ENSMUSG00000107195.1	4930589O11Rik
ENSMUSG00000093398.1	Vmn1r-ps11
ENSMUSG00000110603.1	Gm45741
ENSMUSG00000107404.1	Gm44125
ENSMUSG00000098592.1	Mir6917
ENSMUSG00000064329.13	Scn1a
ENSMUSG00000051557.15	Pusl1
ENSMUSG00000076966.2	Mir466b-2
ENSMUSG00000109874.1	Gm9911
ENSMUSG00000096683.1	Gm25988
ENSMUSG00000087231.7	E230016M11Rik
ENSMUSG00000102491.1	Gm36986
ENSMUSG00000094192.5	Olfr452
ENSMUSG00000087604.7	Cdrt4os1
ENSMUSG00000044827.10	Tlr1
ENSMUSG00000028920.9	Fbxo42
ENSMUSG00000038056.15	Kmt2c
ENSMUSG00000084933.1	Gm13962
ENSMUSG00000100883.1	Gm28773
ENSMUSG00000054013.5	Tmem179
ENSMUSG00000078442.3	Ccdc105
ENSMUSG00000107348.1	Gm6468
ENSMUSG00000087225.1	Gm14014
ENSMUSG00000009292.18	Trpm2
ENSMUSG00000081235.1	Gm14788
ENSMUSG00000104148.5	Pcdha2
ENSMUSG00000034467.7	Dynlrb2
ENSMUSG00000110184.1	Gm45429
ENSMUSG00000039224.1	D1Pas1
ENSMUSG00000098529.1	Gm27362
ENSMUSG00000022661.14	Cd200
ENSMUSG00000006764.8	Tph2
ENSMUSG00000105955.1	Igkv12-40
ENSMUSG00000025858.12	Get4
ENSMUSG00000097564.2	C430014B12Rik
ENSMUSG00000004872.15	Pax3
ENSMUSG00000076430.1	Hus1b
ENSMUSG00000077745.1	Gm26342
ENSMUSG00000020912.4	Krt12
ENSMUSG00000094083.1	Gm1604a
ENSMUSG00000108130.1	Gm44019
ENSMUSG00000095098.1	Ccdc85b
ENSMUSG00000089571.1	Gm23008
ENSMUSG00000059867.3	Olfr960
ENSMUSG00000023885.8	Thbs2
ENSMUSG00000051306.7	Usp42
ENSMUSG00000023092.16	Fhl1
ENSMUSG00000108016.1	Gm8039
ENSMUSG00000095119.1	Gm23711
ENSMUSG00000048661.14	Lemd3
ENSMUSG00000071738.4	Cldn34b3
ENSMUSG00000028330.8	Ncbp1
ENSMUSG00000031672.8	Got2
ENSMUSG00000101263.1	Gm29121
ENSMUSG00000103448.1	Gm37133
ENSMUSG00000094178.1	n-R5s118
ENSMUSG00000070319.6	Eif3g
ENSMUSG00000063108.15	Zfp26
ENSMUSG00000076902.1	Traj27
ENSMUSG00000063239.16	Grm4
ENSMUSG00000109387.1	Gm45182
ENSMUSG00000043419.11	Chd3os
ENSMUSG00000031491.10	Chrna6
ENSMUSG00000082143.1	Gm12864
ENSMUSG00000096784.1	Gm24643
ENSMUSG00000059410.5	Tas2r125
ENSMUSG00000092611.1	Vmn2r-ps42
ENSMUSG00000109400.1	Gm44533
ENSMUSG00000089313.2	Gm23182
ENSMUSG00000038383.16	Pigu
ENSMUSG00000110031.1	Gm18205
ENSMUSG00000061132.13	Blnk
ENSMUSG00000109246.2	Olfr712-ps1
ENSMUSG00000104445.1	Rhbg
ENSMUSG00000050625.4	Ccdc121
ENSMUSG00000071073.4	Lrrc73
ENSMUSG00000108683.1	Gm45017
ENSMUSG00000100162.1	Gm20687
ENSMUSG00000018102.4	Hist1h2bc
ENSMUSG00000092512.1	Gm4152
ENSMUSG00000098966.1	Gm27701
ENSMUSG00000041112.15	Elmo1
ENSMUSG00000064837.1	Snora75
ENSMUSG00000108516.1	Gm44602
ENSMUSG00000097701.1	Gm17508
ENSMUSG00000083673.3	Vmn1r-ps111
ENSMUSG00000098185.1	Gm9146
ENSMUSG00000082042.1	Gm15923
ENSMUSG00000089109.1	Gm23916
ENSMUSG00000082615.1	Gm13239
ENSMUSG00000105692.1	Gm43737
ENSMUSG00000030760.14	Acer3
ENSMUSG00000108984.1	Gm44916
ENSMUSG00000109476.1	Gm21034
ENSMUSG00000045534.4	Kcna5
ENSMUSG00000105940.1	Gm42635
ENSMUSG00000107484.1	Nasp-ps1
ENSMUSG00000081608.1	Gm16210
ENSMUSG00000111923.1	RP23-193A14.4
ENSMUSG00000087678.1	Gm14120
ENSMUSG00000083614.1	Gm12795
ENSMUSG00000037537.6	H2-M11
ENSMUSG00000018651.14	Tada2a
ENSMUSG00000091449.2	Gm10269
ENSMUSG00000081126.1	Gm15784
ENSMUSG00000101701.1	4930521E06Rik
ENSMUSG00000089477.1	Gm25365
ENSMUSG00000043683.3	Fem1a
ENSMUSG00000108548.1	Gm45006
ENSMUSG00000094696.1	Gm6632
ENSMUSG00000051896.4	Tex37
ENSMUSG00000105573.2	Gm43384
ENSMUSG00000109397.1	Gm45117
ENSMUSG00000106541.1	Gm43246
ENSMUSG00000083662.1	Gm12152
ENSMUSG00000098875.1	Gm27211
ENSMUSG00000024065.7	Ehd3
ENSMUSG00000053129.5	Gsx1
ENSMUSG00000103069.1	Gm36966
ENSMUSG00000095107.1	Vmn2r-ps10
ENSMUSG00000086410.7	Gm16158
ENSMUSG00000109070.2	Olfr511-ps1
ENSMUSG00000030682.4	Cdipt
ENSMUSG00000064232.2	Gm5414
ENSMUSG00000105320.1	Gm43016
ENSMUSG00000085009.1	Gm12977
ENSMUSG00000095680.1	Gm12627
ENSMUSG00000109113.1	Gm32916
ENSMUSG00000106562.1	Gm5981
ENSMUSG00000026709.10	Dars2
ENSMUSG00000107505.1	Gm18009
ENSMUSG00000022681.14	Ntan1
ENSMUSG00000094003.1	n-R5s128
ENSMUSG00000082609.1	Gm15464
ENSMUSG00000106950.1	4930478M09Rik
ENSMUSG00000082555.1	Gm11406
ENSMUSG00000100069.1	Gm6801
ENSMUSG00000085074.1	Gm11494
ENSMUSG00000099485.1	Gm29221
ENSMUSG00000112440.1	RP24-496C8.5
ENSMUSG00000098817.1	Mir6409
ENSMUSG00000103782.1	Gm37656
ENSMUSG00000097979.2	Gm4691
ENSMUSG00000081631.1	Gm12005
ENSMUSG00000042029.6	Ncapg2
ENSMUSG00000076958.1	Gm24935
ENSMUSG00000109258.1	5330413D20Rik
ENSMUSG00000023949.6	Tcte1
ENSMUSG00000081394.1	Gm13215
ENSMUSG00000052372.10	Il1rapl1
ENSMUSG00000028778.15	Hcrtr1
ENSMUSG00000077290.1	Gm25407
ENSMUSG00000072662.2	Mansc4
ENSMUSG00000063286.7	Gm8995
ENSMUSG00000024397.14	Aif1
ENSMUSG00000024535.15	Snx24
ENSMUSG00000109222.1	Gm10297
ENSMUSG00000087980.1	Gm22226
ENSMUSG00000100237.1	Gm28644
ENSMUSG00000021000.15	Mia2
ENSMUSG00000071726.2	Gm5941
ENSMUSG00000112436.1	RP24-284M17.3
ENSMUSG00000087623.1	Gm12404
ENSMUSG00000085378.1	Gm11415
ENSMUSG00000101736.1	Gm29335
ENSMUSG00000083091.1	Gm12438
ENSMUSG00000079379.2	Gm3242
ENSMUSG00000082265.1	Gm15547
ENSMUSG00000095117.2	Ighv8-9
ENSMUSG00000035914.11	Cd276
ENSMUSG00000085890.7	Tnfsf13os
ENSMUSG00000090004.1	Gm16125
ENSMUSG00000084551.1	Gm24839
ENSMUSG00000000600.15	Krit1
ENSMUSG00000090891.3	D6Ertd527e
ENSMUSG00000004994.12	Ccdc130
ENSMUSG00000105259.1	Gm42874
ENSMUSG00000034310.8	Tmem132d
ENSMUSG00000087457.1	Gm7799
ENSMUSG00000020692.14	Nle1
ENSMUSG00000064742.1	Gm24705
ENSMUSG00000094714.7	Gm16430
ENSMUSG00000029452.18	Tmem116
ENSMUSG00000087381.8	Gm16008
ENSMUSG00000112845.1	RP23-291L20.2
ENSMUSG00000019528.18	Gyg
ENSMUSG00000094401.1	Gm14365
ENSMUSG00000022974.12	Paxbp1
ENSMUSG00000081269.1	Gm14659
ENSMUSG00000080076.4	Hist1h2aj
ENSMUSG00000043569.7	Cldn34c4
ENSMUSG00000082947.1	Gm12587
ENSMUSG00000105427.1	Gm31678
ENSMUSG00000065246.1	Gm22297
ENSMUSG00000088846.1	Gm26354
ENSMUSG00000102384.1	Gm38143
ENSMUSG00000031278.12	Acsl4
ENSMUSG00000104318.1	Pcdha7
ENSMUSG00000108556.1	Gm17987
ENSMUSG00000106968.1	C78283
ENSMUSG00000093539.1	Mir5621
ENSMUSG00000104205.1	Gm37396
ENSMUSG00000073774.2	Kncn
ENSMUSG00000026393.10	Nek7
ENSMUSG00000076950.1	Gm24933
ENSMUSG00000020720.13	Psmd12
ENSMUSG00000082244.1	Gm8503
ENSMUSG00000065945.1	Gm23796
ENSMUSG00000065261.1	Gm23452
ENSMUSG00000093791.1	Gm24092
ENSMUSG00000087776.1	Gm22322
ENSMUSG00000082957.1	Gm15303
ENSMUSG00000102116.1	Gm28887
ENSMUSG00000015363.13	Trabd
ENSMUSG00000002007.5	Srpk3
ENSMUSG00000088743.1	Gm23221
ENSMUSG00000089080.1	Gm24003
ENSMUSG00000062204.1	Olfr1373
ENSMUSG00000074985.1	Olfr1452-ps1
ENSMUSG00000104384.1	Gm37031
ENSMUSG00000086150.1	Bach2os
ENSMUSG00000038058.14	Nod1
ENSMUSG00000031481.8	Tpte
ENSMUSG00000033009.15	Ogfod1
ENSMUSG00000085300.1	Gm16345
ENSMUSG00000090794.3	Vmn1r60
ENSMUSG00000004902.7	Slc25a18
ENSMUSG00000105711.1	Gm42598
ENSMUSG00000105889.1	Gm42776
ENSMUSG00000031594.9	Fgl1
ENSMUSG00000097967.1	Gm27002
ENSMUSG00000026770.5	Il2ra
ENSMUSG00000099125.1	Gm27322
ENSMUSG00000020694.16	Tlk2
ENSMUSG00000104211.1	Gm37985
ENSMUSG00000037784.14	Dzip1l
ENSMUSG00000077504.1	Gm24234
ENSMUSG00000088221.1	Gm22602
ENSMUSG00000103495.1	Gm37409
ENSMUSG00000085253.3	Gm16833
ENSMUSG00000046922.7	Gpr6
ENSMUSG00000081021.1	Gm11964
ENSMUSG00000098661.1	Mir7052
ENSMUSG00000066475.6	Gm10268
ENSMUSG00000001661.5	Hoxc6
ENSMUSG00000105184.1	Gm42537
ENSMUSG00000097977.1	Gm5652
ENSMUSG00000037790.3	Defb7
ENSMUSG00000074782.3	4833422C13Rik
ENSMUSG00000073174.6	Gm29254
ENSMUSG00000094261.1	Mir466b-6
ENSMUSG00000005891.6	Prl4a1
ENSMUSG00000062198.4	2700097O09Rik
ENSMUSG00000028896.13	Rcc1
ENSMUSG00000088597.1	Gm24584
ENSMUSG00000007950.9	Abhd8
ENSMUSG00000085924.1	Gm8980
ENSMUSG00000054051.6	Ercc6
ENSMUSG00000032498.9	Mlh1
ENSMUSG00000086981.2	Gm12171
ENSMUSG00000031394.11	Opn1mw
ENSMUSG00000108871.1	Gm45102
ENSMUSG00000038205.12	Prkab2
ENSMUSG00000036151.15	Tm6sf2
ENSMUSG00000026882.1	4930568D16Rik
ENSMUSG00000079875.5	Olfr22-ps1
ENSMUSG00000085376.1	Gm14508
ENSMUSG00000110447.1	Gm45851
ENSMUSG00000084066.1	Xlr4d-ps
ENSMUSG00000075478.2	Slitrk1
ENSMUSG00000026707.15	Nsun6
ENSMUSG00000002032.17	Tmem25
ENSMUSG00000032309.15	Fbxo22
ENSMUSG00000047888.9	Tnrc6b
ENSMUSG00000043398.4	Gpr135
ENSMUSG00000097759.1	Gm26753
ENSMUSG00000088349.1	Gm22335
ENSMUSG00000103347.1	Gm37734
ENSMUSG00000054087.11	Fbxw28
ENSMUSG00000028558.14	Calr4
ENSMUSG00000099050.1	Mir7655
ENSMUSG00000084050.3	Gm14439
ENSMUSG00000074603.3	Gm10729
ENSMUSG00000091562.3	Crybg3
ENSMUSG00000086244.1	4930558G05Rik
ENSMUSG00000100927.1	Gm28536
ENSMUSG00000021661.15	Ankra2
ENSMUSG00000024743.14	Syt7
ENSMUSG00000018169.12	Mfng
ENSMUSG00000064554.1	n-R5s173
ENSMUSG00000022456.15	Sept3
ENSMUSG00000089261.1	Mir669n
ENSMUSG00000043456.16	Zfp536
ENSMUSG00000081959.1	Gm16480
ENSMUSG00000111222.1	RP24-375O19.4
ENSMUSG00000091304.1	Speer6-ps1
ENSMUSG00000064958.1	Gm24921
ENSMUSG00000075543.4	Urad
ENSMUSG00000075874.1	n-R5s1
ENSMUSG00000101943.1	Gm28532
ENSMUSG00000076880.2	Traj51
ENSMUSG00000082139.1	Gm16463
ENSMUSG00000105791.1	Gm43341
ENSMUSG00000035371.8	Ssx9
ENSMUSG00000063730.13	Hsd3b2
ENSMUSG00000070424.12	Art5
ENSMUSG00000059974.10	Ntm
ENSMUSG00000086064.1	4930439A04Rik
ENSMUSG00000086674.1	Zfp286os
ENSMUSG00000092356.1	Gm20532
ENSMUSG00000108883.1	Gm44623
ENSMUSG00000104658.4	Gm42877
ENSMUSG00000024654.8	Asrgl1
ENSMUSG00000083079.4	Amy2b
ENSMUSG00000101045.1	Gm29224
ENSMUSG00000092247.2	Gm20426
ENSMUSG00000080938.1	Gm6062
ENSMUSG00000110086.1	Gm45623
ENSMUSG00000028612.10	Lrp8os1
ENSMUSG00000084092.1	Gm5843
ENSMUSG00000093878.1	Gm25458
ENSMUSG00000096409.3	Olfr890
ENSMUSG00000105265.4	Sox2ot
ENSMUSG00000066270.3	Gm10157
ENSMUSG00000039079.1	Trhr2
ENSMUSG00000037710.8	Cisd1
ENSMUSG00000110992.1	RP23-138K22.5
ENSMUSG00000054932.6	Afp
ENSMUSG00000039814.15	Xkr5
ENSMUSG00000085745.1	Gm14372
ENSMUSG00000097794.1	Gm2990
ENSMUSG00000104662.1	Gm43267
ENSMUSG00000001034.17	Mapk7
ENSMUSG00000105070.1	Trav3n-2
ENSMUSG00000017188.3	Coa3
ENSMUSG00000088368.1	Gm26323
ENSMUSG00000028556.15	Dock7
ENSMUSG00000024740.9	Ddb1
ENSMUSG00000042942.15	Greb1l
ENSMUSG00000041669.15	Prima1
ENSMUSG00000099216.1	Obox8
ENSMUSG00000090341.1	Gm17217
ENSMUSG00000096067.1	Gm23682
ENSMUSG00000101918.2	Olfr1225
ENSMUSG00000001036.17	Epn2
ENSMUSG00000098595.1	Gm27957
ENSMUSG00000103667.1	Ighv1-8
ENSMUSG00000075387.2	Olfr341
ENSMUSG00000100939.1	Gm28998
ENSMUSG00000034765.6	Dusp5
ENSMUSG00000094634.8	Gm3468
ENSMUSG00000107808.1	Gm18689
ENSMUSG00000022501.5	Prm1
ENSMUSG00000102492.1	Gm36987
ENSMUSG00000098249.1	Gm27330
ENSMUSG00000101863.1	Gm29400
ENSMUSG00000028614.14	Ndc1
ENSMUSG00000064310.10	Zpld1
ENSMUSG00000048080.2	Olfr731
ENSMUSG00000061816.15	Myl1
ENSMUSG00000030037.9	Mrpl53
ENSMUSG00000096297.1	Gm23934
ENSMUSG00000098234.7	Snhg6
ENSMUSG00000094797.1	Igkv6-15
ENSMUSG00000084068.1	Gm11573
ENSMUSG00000039004.5	Bmp6
ENSMUSG00000107718.1	RP23-69L20.2
ENSMUSG00000101414.1	Gm29101
ENSMUSG00000094538.1	Gm25741
ENSMUSG00000069188.5	Gm13192
ENSMUSG00000095549.1	Ighd5-1
ENSMUSG00000101059.1	Gm4017
ENSMUSG00000024664.4	Fads3
ENSMUSG00000083000.1	Gm15678
ENSMUSG00000086586.1	Gm11192
ENSMUSG00000103086.1	Gm38121
ENSMUSG00000103233.1	Gm37159
ENSMUSG00000100468.1	Tmem167-ps1
ENSMUSG00000048755.8	Mcat
ENSMUSG00000107722.1	2900060B14Rik
ENSMUSG00000017639.13	Rab11fip4
ENSMUSG00000101922.1	Gm29345
ENSMUSG00000027452.11	Acss1
ENSMUSG00000083542.2	Olfr1379-ps1
ENSMUSG00000098138.1	Gm9081
ENSMUSG00000095448.3	Olfr859
ENSMUSG00000034488.14	Edil3
ENSMUSG00000085637.2	1700048M11Rik
ENSMUSG00000068776.6	4930469B13Rik
ENSMUSG00000057411.8	Fam173a
ENSMUSG00000075070.6	4932412D23Rik
ENSMUSG00000037625.7	Cldn11
ENSMUSG00000023915.4	Tnfrsf21
ENSMUSG00000087718.1	Gm22236
ENSMUSG00000103026.1	Gm37683
ENSMUSG00000092612.2	Gm18604
ENSMUSG00000094403.1	Mir692-2
ENSMUSG00000049362.6	Olfr173
ENSMUSG00000075113.2	Olfr1209
ENSMUSG00000045506.3	A930002H24Rik
ENSMUSG00000065029.1	Gm25199
ENSMUSG00000021950.15	Anxa8
ENSMUSG00000111251.1	RP24-324J2.2
ENSMUSG00000036503.13	Rnf13
ENSMUSG00000061451.13	Tmem151a
ENSMUSG00000061390.6	Gm7866
ENSMUSG00000080936.2	Olfr337-ps1
ENSMUSG00000009733.8	Tfcp2
ENSMUSG00000086191.1	Zfp652os
ENSMUSG00000109729.1	Gm45418
ENSMUSG00000104952.1	Gm38697
ENSMUSG00000049354.8	Dcaf7
ENSMUSG00000037798.6	Mat1a
ENSMUSG00000111153.1	RP24-394N21.1
ENSMUSG00000049249.2	Gm5316
ENSMUSG00000020733.3	Slc9a3r1
ENSMUSG00000021257.14	Angel1
ENSMUSG00000099672.1	Gm28564
ENSMUSG00000075023.11	Accsl
ENSMUSG00000105570.1	Gm42682
ENSMUSG00000075222.5	Olfr988
ENSMUSG00000031167.16	Rbm3
ENSMUSG00000085852.1	Gm13807
ENSMUSG00000086370.8	Ftx
ENSMUSG00000083489.1	Gm11784
ENSMUSG00000026676.7	Ccdc3
ENSMUSG00000055184.4	Fam72a
ENSMUSG00000097628.1	Gm2383
ENSMUSG00000105322.1	Gm43751
ENSMUSG00000107102.1	Gm42726
ENSMUSG00000047466.9	8030462N17Rik
ENSMUSG00000111672.1	RP23-269P7.5
ENSMUSG00000083974.1	Gm16053
ENSMUSG00000109077.1	Gm8285
ENSMUSG00000098140.1	Gm26938
ENSMUSG00000026069.15	Il1rl1
ENSMUSG00000039530.17	Tusc3
ENSMUSG00000079259.2	Trim71
ENSMUSG00000103887.1	Gm37008
ENSMUSG00000096475.1	Snord116l1
ENSMUSG00000028776.14	Tinagl1
ENSMUSG00000030048.5	Gkn3
ENSMUSG00000094540.1	Astx4c
ENSMUSG00000092130.1	D030025P21Rik
ENSMUSG00000008683.16	Rps15a
ENSMUSG00000029767.16	Calu
ENSMUSG00000080540.2	Gm22711
ENSMUSG00000092997.1	Gm23917
ENSMUSG00000001228.14	Uhrf1
ENSMUSG00000111143.1	RP23-361B11.1
ENSMUSG00000026589.14	Sec16b
ENSMUSG00000049864.2	Olfr250
ENSMUSG00000043024.6	Gm16433
ENSMUSG00000045975.7	C2cd2
ENSMUSG00000053765.4	Oas1f
ENSMUSG00000024787.13	Snx15
ENSMUSG00000077293.1	Gm24125
ENSMUSG00000107012.1	4930528J11Rik
ENSMUSG00000021891.7	Mettl6
ENSMUSG00000095324.2	Gm20825
ENSMUSG00000095226.1	Gm10377
ENSMUSG00000035726.7	Supt16
ENSMUSG00000098569.1	Mir7020
ENSMUSG00000098368.1	Gm27648
ENSMUSG00000095474.1	Cldn34c2
ENSMUSG00000105296.1	Gm19708
ENSMUSG00000089234.1	Gm22207
ENSMUSG00000096354.1	Gm8178
ENSMUSG00000110237.1	Gm18258
ENSMUSG00000081699.1	Gm15213
ENSMUSG00000021255.17	Esrrb
ENSMUSG00000101776.1	Gm28268
ENSMUSG00000006403.13	Adamts4
ENSMUSG00000111545.1	RP24-365N15.4
ENSMUSG00000035983.4	Gm7008
ENSMUSG00000098136.1	Gm8513
ENSMUSG00000085055.1	Gm15958
ENSMUSG00000061392.2	Mageb5
ENSMUSG00000065733.1	Gm24491
ENSMUSG00000103779.1	Gm36931
ENSMUSG00000101305.1	Gm29171
ENSMUSG00000108740.1	Gm6008
ENSMUSG00000079889.4	Gm11951
ENSMUSG00000064741.1	Snord14a
ENSMUSG00000030094.8	Xpc
ENSMUSG00000098838.2	Mir381
ENSMUSG00000081864.2	Olfr405-ps1
ENSMUSG00000083490.1	Gm14940
ENSMUSG00000026805.14	Barhl1
ENSMUSG00000109864.1	Eid3
ENSMUSG00000103167.1	Gm38149
ENSMUSG00000029309.7	Sparcl1
ENSMUSG00000005625.15	Psmd4
ENSMUSG00000095210.2	Ighv5-9-1
ENSMUSG00000028238.6	Atp6v0d2
ENSMUSG00000005583.16	Mef2c
ENSMUSG00000040339.10	Fam102b
ENSMUSG00000103760.1	Gm8009
ENSMUSG00000031422.16	Morf4l2
ENSMUSG00000083287.4	Gm13502
ENSMUSG00000110810.1	Olfr1005-ps1
ENSMUSG00000042507.14	Elmsan1
ENSMUSG00000016308.12	Ube2a
ENSMUSG00000024011.16	Pi16
ENSMUSG00000022433.18	Csnk1e
ENSMUSG00000034906.15	Ncaph
ENSMUSG00000103807.1	Trbv6
ENSMUSG00000084978.1	Gm11655
ENSMUSG00000092118.1	Fancf
ENSMUSG00000025597.13	Klhl4
ENSMUSG00000112515.1	RP23-139H6.1
ENSMUSG00000112401.1	RP23-232K4.1
ENSMUSG00000002346.16	Slc25a42
ENSMUSG00000102111.1	Gm29566
ENSMUSG00000065663.1	Gm22579
ENSMUSG00000074871.2	Ctsm
ENSMUSG00000034342.9	Cbl
ENSMUSG00000017310.7	Spint4
ENSMUSG00000088641.1	Gm26483
ENSMUSG00000036463.8	4930544G11Rik
ENSMUSG00000086909.1	Gm4926
ENSMUSG00000089083.1	Rnu7
ENSMUSG00000103306.1	Gm37801
ENSMUSG00000102634.1	Gm38225
ENSMUSG00000099550.6	Gm28079
ENSMUSG00000105625.1	Gm31230
ENSMUSG00000090793.2	Gm6650
ENSMUSG00000098231.1	Gm6463
ENSMUSG00000096701.1	Gm9285
ENSMUSG00000065283.1	Gm24454
ENSMUSG00000061232.15	H2-K1
ENSMUSG00000082662.1	Gm15516
ENSMUSG00000097016.2	Gm26708
ENSMUSG00000061578.8	Ksr2
ENSMUSG00000082116.1	Gm12188
ENSMUSG00000103964.1	Gm8407
ENSMUSG00000011958.17	Bnip2
ENSMUSG00000101309.1	Gm29397
ENSMUSG00000088269.1	Gm24777
ENSMUSG00000077507.1	Gm24235
ENSMUSG00000077281.1	Gm26396
ENSMUSG00000103986.1	Gm5539
ENSMUSG00000099526.1	Gm29313
ENSMUSG00000103916.1	Gm38071
ENSMUSG00000047804.15	Akap10
ENSMUSG00000108330.1	Gm44882
ENSMUSG00000048175.13	Asb8
ENSMUSG00000050192.8	Eif5a2
ENSMUSG00000112537.1	RP24-215P13.2
ENSMUSG00000025198.16	Erlin1
ENSMUSG00000024308.14	Tapbp
ENSMUSG00000024807.17	Syvn1
ENSMUSG00000101352.1	Gm28665
ENSMUSG00000026575.15	Nme7
ENSMUSG00000035032.12	Nek11
ENSMUSG00000028240.2	Cyp7a1
ENSMUSG00000095228.1	Gm22233
ENSMUSG00000084526.1	n-R5s192
ENSMUSG00000046219.9	C230012O17Rik
ENSMUSG00000054808.15	Actn4
ENSMUSG00000106915.1	Gm42655
ENSMUSG00000077991.1	Mir466n
ENSMUSG00000102788.1	Gm38255
ENSMUSG00000073529.9	F830208F22Rik
ENSMUSG00000106425.1	Mir873b
ENSMUSG00000112045.1	RP23-403E19.1
ENSMUSG00000111819.1	RP24-76M8.4
ENSMUSG00000019913.4	Sim1
ENSMUSG00000092457.3	Gm8835
ENSMUSG00000029475.17	Kdm2b
ENSMUSG00000065293.1	Gm26124
ENSMUSG00000110231.1	Gm6329
ENSMUSG00000032470.16	Mras
ENSMUSG00000010205.11	Raver1
ENSMUSG00000086496.1	Gm14204
ENSMUSG00000059713.12	Rcan3
ENSMUSG00000017211.14	Gsdma2
ENSMUSG00000091937.3	Gm3646
ENSMUSG00000095641.1	Gm25615
ENSMUSG00000104254.1	Trbv27
ENSMUSG00000108503.1	Gm20949
ENSMUSG00000107699.1	Gm43970
ENSMUSG00000082330.1	Ldha-ps
ENSMUSG00000027581.12	Stmn3
ENSMUSG00000035640.18	Cbarp
ENSMUSG00000092268.1	Gm20540
ENSMUSG00000082073.1	Gm13114
ENSMUSG00000108482.1	Gm45078
ENSMUSG00000111241.1	RP23-23P9.7
ENSMUSG00000042063.11	Zfp386
ENSMUSG00000101328.1	Rpl30-ps6
ENSMUSG00000065825.1	Gm26314
ENSMUSG00000095398.2	Gm16404
ENSMUSG00000071763.9	4933416I08Rik
ENSMUSG00000096900.3	Trav9-1
ENSMUSG00000016554.8	Eif3d
ENSMUSG00000100272.1	Gm28785
ENSMUSG00000065694.1	Gm25411
ENSMUSG00000028236.3	Sdr16c5
ENSMUSG00000106753.1	Gm43230
ENSMUSG00000041921.16	Metap1d
ENSMUSG00000082099.1	Gm12013
ENSMUSG00000054434.14	Tmem120b
ENSMUSG00000110402.1	Gm7203
ENSMUSG00000082063.1	Gm12993
ENSMUSG00000101742.1	Gm21380
ENSMUSG00000081519.1	Gm13331
ENSMUSG00000101990.1	Gm20856
ENSMUSG00000101126.1	Gm10538
ENSMUSG00000093866.3	Olfr802
ENSMUSG00000027695.16	Pld1
ENSMUSG00000089178.1	Gm22429
ENSMUSG00000032012.8	Nectin1
ENSMUSG00000076119.1	Mir698
ENSMUSG00000103863.2	Gm37417
ENSMUSG00000101114.1	Gm28628
ENSMUSG00000084817.3	Gm5526
ENSMUSG00000032527.13	Pccb
ENSMUSG00000096569.2	Amy2a2
ENSMUSG00000109629.1	Gm45536
ENSMUSG00000104266.1	Gm37748
ENSMUSG00000029608.10	Rph3a
ENSMUSG00000020491.15	2810021J22Rik
ENSMUSG00000107685.1	Gm5995
ENSMUSG00000043284.12	Tmem11
ENSMUSG00000043807.6	Ly6g5b
ENSMUSG00000058706.5	0610030E20Rik
ENSMUSG00000077152.1	Gm24579
ENSMUSG00000110569.1	Gm18860
ENSMUSG00000111803.1	RP24-316B2.1
ENSMUSG00000110593.1	Gm45822
ENSMUSG00000054931.6	Zkscan4
ENSMUSG00000026125.9	Prss39
ENSMUSG00000105830.1	Trgj2
ENSMUSG00000043286.11	Pnpla1
ENSMUSG00000074529.10	Zfp972
ENSMUSG00000111129.1	RP23-104D6.4
ENSMUSG00000100187.1	Gm29324
ENSMUSG00000018698.15	Lhx1
ENSMUSG00000002064.10	Sdf2
ENSMUSG00000034226.7	Rhov
ENSMUSG00000081505.1	Gm8644
ENSMUSG00000095040.2	1700001J03Rik
ENSMUSG00000044505.5	Lingo4
ENSMUSG00000026571.12	Dcaf6
ENSMUSG00000093060.1	Mir5104
ENSMUSG00000051680.3	Olfr693
ENSMUSG00000110434.1	Rps7-ps1
ENSMUSG00000001518.12	Itfg2
ENSMUSG00000088738.2	Gm27579
ENSMUSG00000087806.1	Gm23432
